Threshold (u),Shape,Scale,Loc,KS_p,AD_p,Num_Exceedances,xi_std,sigma_std,xi_mean,sigma_mean,xi_rel,sigma_rel,stable,Fallback,FallbackReason,Stock,Tail
0.64676984278038,0.20461301961064782,0.4686170424259819,0,0.6865816832996767,0.75,188,0.006237967932320867,0.004422164050746972,0.20834952460138348,0.4642103660321936,0.02993991776490124,0.009526206821452627,True,False,,INFY.NS,upper
-0.666331221891072,0.3425630241309412,0.4545530763543367,0,0.7596422374401723,0.9033333333333333,188,0.016383060925949065,0.012558772507016171,0.33743681930976527,0.45774938860606135,0.04855149024325824,0.027435912630928955,True,False,,INFY.NS,lower
0.7453931485905018,-0.0014926417384347555,0.6361367437647318,0,0.5686858876696832,0.76,200,,,,,,,False,True,invalid,SBIN.NS,upper
-0.9368870914818405,0.09306694279519241,0.4999166319879266,0,0.9350104009522294,0.9333333333333333,156,0.008533160017320645,0.007102404527692369,0.08485380240846169,0.507163335655584,0.10056307165368697,0.014004175555138856,True,False,,SBIN.NS,lower
0.6458410316753512,0.20539797809470564,0.4673602819802004,0,0.6735965898857619,0.7466666666666667,188,0.0058336623361298235,0.0038088938324701256,0.20843440887035194,0.46358106092871826,0.027987999140191972,0.008216241066184071,True,False,,INFY.NS,upper
-0.6654849152918483,0.34016893395542086,0.4563011847872004,0,0.7522675942381039,0.88,188,0.014973332258643132,0.011154079326469868,0.3336690776398181,0.4607125091709774,0.04487479605784225,0.024210497571329117,True,False,,INFY.NS,lower
0.7438291040033976,-0.004208425473822976,0.6393802643746719,0,0.5823425465903795,0.8,200,,,,,,,False,True,invalid,SBIN.NS,upper
-0.9389833686150814,0.08988747349687745,0.5006498812507765,0,0.9445527955663526,0.99,156,0.0074516177422358785,0.006661080470927345,0.08153692606212554,0.5080700434786628,0.09138947453897775,0.013110555178995778,True,False,,SBIN.NS,lower
0.6443410404024447,0.20316347713572325,0.469281889867951,0,0.691333462852036,0.7066666666666667,188,0.006617565678329735,0.004871104063625018,0.20767495884678924,0.4641235155937366,0.031865013463475214,0.010495275061512103,True,False,,INFY.NS,upper
-0.6653542932028479,0.3330930755114535,0.461410355819749,0,0.695793587904818,0.8,188,0.015614774724422747,0.01166400899909862,0.33065236234937195,0.46228122746233025,0.0472241424232818,0.025231413377552622,True,False,,INFY.NS,lower
0.7437514872989702,-0.004525846048921495,0.6401517541821509,0,0.6056456600917925,0.81,200,,,,,,,False,True,invalid,SBIN.NS,upper
-0.9233860353616266,0.08151998781950641,0.5066870063651727,0,0.9442161149659171,0.99,160,0.015336409089423643,0.013579266492990355,0.07696948975013577,0.5109775511781335,0.19925306958223526,0.026575073985012902,True,False,,SBIN.NS,lower
0.6462535942712927,0.20373098272923873,0.4690227435345987,0,0.7092564683668097,0.7533333333333333,188,0.006090255959636729,0.004932253152915249,0.2082677397175302,0.4638350966559511,0.02924243416417968,0.010633634845957746,True,False,,INFY.NS,upper
-0.6654637341212576,0.33530551666672487,0.45931460312423267,0,0.7025127397532209,0.8366666666666667,188,0.016391101191733693,0.012336874198239412,0.3304905197319537,0.4623815981310886,0.04959628103421842,0.026681152496752892,True,False,,INFY.NS,lower
0.7477945664479576,0.0035040537659340835,0.6294848667417172,0,0.6128925045976029,0.7733333333333333,200,,,,,,,False,True,invalid,SBIN.NS,upper
-0.9373354744350209,0.0996628037963325,0.4939527791950732,0,0.973328602970363,0.9766666666666667,156,0.009890616873451104,0.008011447871891798,0.09049604711465432,0.50199970053851,0.10929334590699516,0.01595906870802312,True,False,,SBIN.NS,lower
