VaR violations,violations,n,kupiec_p,christoffersen_p,dq_stat1,dq_p1,dq_stat4,dq_p4,acerbi_szekely_stat,acerbi_szekely_crit,acerbi_szekely_p,mae_es,empirical_es_loss,mean_fz_loss,median_fz_loss
0.04734925131525698,117,2471,0.5420183384347306,0.3011288940854743,1.5012066218812037,0.47208165478144104,5.781451928780902,0.32806878482588386,-0.02127619350454435,-0.2016952761749082,0.4461,0.7938807282265415,-3.0401512787477034,1.0170962864204847,0.6615508825375794
