VaR violations,violations,n,kupiec_p,christoffersen_p,dq_stat1,dq_p1,dq_stat4,dq_p4,acerbi_szekely_stat,acerbi_szekely_crit,acerbi_szekely_p,mae_es,empirical_es_loss,mean_fz_loss,median_fz_loss
0.04048582995951417,10,247,0.4786062390515239,0.4062049499682432,1.2256913470115987,0.5418068678056984,3.3659571941698463,0.643759785989049,-0.0749926818120521,-0.5745295756668131,0.464,3.275599503693249,-10.79589326342787,2.2687761370683504,1.9226343730155402
