VaR violations,violations,n,kupiec_p,christoffersen_p,dq_stat1,dq_p1,dq_stat4,dq_p4,acerbi_szekely_stat,acerbi_szekely_crit,acerbi_szekely_p,mae_es,empirical_es_loss,mean_fz_loss,median_fz_loss
0.04305442729488221,106,2462,0.10562866212291411,0.0,811.5245573976016,0.0,857.3128357492058,0.0,-0.03743551006625345,-0.19653527166287776,0.3908,3.0565478050322055,-10.236819463100389,2.264304217987379,1.9165451613397138
