VaR violations,violations,n,kupiec_p,christoffersen_p,dq_stat1,dq_p1,dq_stat4,dq_p4,acerbi_szekely_stat,acerbi_szekely_crit,acerbi_szekely_p,mae_es,empirical_es_loss,mean_fz_loss,median_fz_loss
0.036290322580645164,9,248,0.2986220093650056,0.40929948525635784,1.217602830605926,0.5440025115576357,2.0931174089068754,0.8361162561750136,-0.16830196833731004,-0.5739299857704068,0.3718,0.7500756780973404,-2.9390648234844745,1.0232888572973562,0.6630565780509585
