VaR violations,violations,n,kupiec_p,christoffersen_p,dq_stat1,dq_p1,dq_stat4,dq_p4,acerbi_szekely_stat,acerbi_szekely_crit,acerbi_szekely_p,mae_es,empirical_es_loss,mean_fz_loss,median_fz_loss
0.04937272359368677,122,2471,0.8860099014981317,0.9911349372502557,0.01929937251316548,0.9903967225690113,1.0844771298833336,0.9554684425070138,0.03306318201342995,-0.2016952761749082,0.6142,0.8362061615885251,-3.31577590301013,1.1307033916246736,0.7622350288425362
