VaR violations,violations,n,kupiec_p,christoffersen_p,dq_stat1,dq_p1,dq_stat4,dq_p4,acerbi_szekely_stat,acerbi_szekely_crit,acerbi_szekely_p,mae_es,empirical_es_loss,mean_fz_loss,median_fz_loss
0.05280259951259139,130,2462,0.5270354183704374,0.0,1045.473008578258,0.0,1116.0394883649253,0.0,0.20812325591755299,-0.19653527166287776,0.9437,2.785365043899371,-9.398997171486444,2.2569075906253513,1.816717916897134
