,VaR violations,violations,n,kupiec_p,christoffersen_p,dq_stat1,dq_p1,dq_stat4,dq_p4,acerbi_szekely_stat,acerbi_szekely_crit,acerbi_szekely_p,mae_es,empirical_es_loss,mean_fz_loss,median_fz_loss
Parametric_t,0.04914703493095045,121.0,2462.0,0.8456140403383404,0.0,1174.1154533929284,0.0,1188.0158551515165,0.0,0.26072761937742683,-0.19653527166287776,0.9777,3.107571931887411,-9.732194534630327,2.3705872708321927,1.8167386961907308
Historical,0.05077173030056864,125.0,2462.0,0.8608667352245446,0.0,1071.272242249446,0.0,1131.6550488238422,0.0,0.2422710146974023,-0.19653527166287776,0.9677,3.5032392697466537,-9.597433592078959,2.3896547193145707,1.8661941169521836
Normal,0.04914703493095045,121.0,2462.0,0.8456140403383404,0.0,1203.6127078662582,0.0,1192.8494039233094,0.0,0.28473956890096064,-0.19653527166287776,0.9844,3.1193026907813204,-9.700743966804954,2.379399872932509,1.8202022294464568
GARCH,0.06580016246953696,162.0,2462.0,0.0005857376274794879,0.0,1587.254847645399,0.0,1561.8307329112226,0.0,0.524842130213528,-0.19653527166287788,0.9998,2.3997167410683775,-8.498225495581211,2.2899004470479354,1.7495097189134547
benchmark,0.049959382615759544,123.0,2462.0,0.9926209787162619,0.0,1121.6395915303194,0.0,1155.7537981208518,0.0,0.17177084736898007,-0.19653527166287776,0.9097,2.665440909433594,-9.514508047386377,2.2439238919367135,1.8311003250529736
