Date,INFY.NS,SBIN.NS
2021-05-10,0.18019349532030676,0.7316625616636101
2021-05-11,0.264232487766678,0.7242423889776541
2021-05-12,0.38143590887896445,0.7439179562938905
2021-05-14,0.2301579513024127,0.0653727207187631
2021-05-17,0.7907617967500903,0.9970011160374899
2021-05-18,0.7490670126220735,0.4308820035586048
2021-05-19,0.39886482201402884,0.6254339872085612
2021-05-20,0.5433138723647475,0.4742327243182637
2021-05-21,0.8284841338128968,0.993251453010917
2021-05-24,0.3150448396142041,0.9234428593995921
2021-05-25,0.7990143871017642,0.4899363750951199
2021-05-26,0.9669276110099074,0.5625011702380561
2021-05-27,0.6037788988340107,0.9680741787216949
2021-05-28,0.5524287982307154,0.2679919973480206
2021-05-31,0.5780938168434123,0.6440122305991013
2021-06-01,0.31362777156013044,0.9163233402434197
2021-06-02,0.2737577220144788,0.7970445707022209
2021-06-03,0.7481309660096895,0.8579218766797346
2021-06-04,0.3758163291422294,0.13386452599815127
2021-06-07,0.5860471715683436,0.36353954380950515
2021-06-08,0.9093504816102937,0.16281666963342967
2021-06-09,0.5418154940723513,0.14535543933234266
2021-06-10,0.7053764393671121,0.9426759623337764
2021-06-11,0.8983175627545716,0.2983108020816843
2021-06-14,0.8008155131141956,0.5205611772285506
2021-06-15,0.7568278801881413,0.3886500907263134
2021-06-16,0.6459932504454701,0.21315632951415653
2021-06-17,0.7994632422543215,0.1348685885882313
2021-06-18,0.6738671084761517,0.10119487730201324
2021-06-21,0.4065373190870627,0.8467252602137607
2021-06-22,0.74551921911487,0.3816203864219898
2021-06-23,0.2846396290455133,0.4748898004873867
2021-06-24,0.9894328810454645,0.3262343380616941
2021-06-25,0.7561213215988476,0.968526325279461
2021-06-28,0.43105058095899806,0.32887835794639736
2021-06-29,0.2934733845927061,0.15655652375446077
2021-06-30,0.8215142060391539,0.30006291697323817
2021-07-01,0.1363718527737082,0.562410346637952
2021-07-02,0.639544324467789,0.7807994147743818
2021-07-05,0.7233062124732583,0.9201276179249892
2021-07-06,0.1806981650474247,0.26761475659783035
2021-07-07,0.5336922531899322,0.7054882233016706
2021-07-08,0.39074018811185474,0.0674745163148378
2021-07-09,0.5306521565444636,0.41113486228712937
2021-07-12,0.19503006614011573,0.7449443920389719
2021-07-13,0.4136910977931163,0.6021968583959678
2021-07-14,0.9394812469210819,0.628469882539722
2021-07-15,0.5690306938281788,0.5164350974740322
2021-07-16,0.09166799805010231,0.32391694997430553
2021-07-19,0.2349295867659798,0.2978002261971593
2021-07-20,0.6619499525246623,0.09264379480735835
2021-07-22,0.964265252953145,0.5489523562698893
2021-07-23,0.49053560142076313,0.8770168404917225
2021-07-26,0.7583631704684989,0.14662982867572041
2021-07-27,0.4510689772602643,0.8527381125558297
2021-07-28,0.5502398310047626,0.19424622439451278
2021-07-29,0.729726618349858,0.984610388299412
2021-07-30,0.3356003901037936,0.09233438890684821
2021-08-02,0.8579237474789275,0.6536634165657786
2021-08-03,0.8769149587753908,0.9493281359922509
2021-08-04,0.35532091698955864,0.9236663668032575
2021-08-05,0.5748132418705724,0.024384042850103295
2021-08-06,0.40498287951017964,0.21134321861987157
2021-08-09,0.7521117778486929,0.33491434833414324
2021-08-10,0.7636802027646737,0.11989992875058095
2021-08-11,0.4881428118166773,0.5789834423114384
2021-08-12,0.7316799377785166,0.38920510501983024
2021-08-13,0.8645011005581212,0.7775826799723576
2021-08-16,0.3230410991275509,0.11285982437592455
2021-08-17,0.9466074164801277,0.24624143366535975
2021-08-18,0.32724129722584605,0.32706159248526034
2021-08-20,0.4705563823708281,0.018595102599242592
2021-08-23,0.6029242522588124,0.6309552715183189
2021-08-24,0.1840036292590736,0.8903232724553162
2021-08-25,0.7556560134771997,0.36656050928500733
2021-08-26,0.32391223446303385,0.1397584134936345
2021-08-27,0.1731484448223532,0.597986849525481
2021-08-30,0.28069384481570864,0.9528468199870918
2021-08-31,0.6537432713102186,0.7142235361096513
2021-09-01,0.08250442684068483,0.7598312116443832
2021-09-02,0.6920340067784758,0.4462920957880664
2021-09-03,0.7113293520728359,0.6035010342876336
2021-09-06,0.9125726254670071,0.42670516290467586
2021-09-07,0.12940110904981975,0.3065504376384164
2021-09-08,0.2516602794430278,0.6507017292239751
2021-09-09,0.44755149501296987,0.5438334223259281
2021-09-13,0.48733780310871544,0.5066832238947051
2021-09-14,0.3557948796475503,0.4696988430954211
2021-09-15,0.8871098033417966,0.960098602012305
2021-09-16,0.30067225764508004,0.9912015589735428
2021-09-17,0.2696066182045769,0.12030842218048378
2021-09-20,0.4062928647844625,0.029471425892190893
2021-09-21,0.92051593301527,0.533385421001708
2021-09-22,0.45158802694494327,0.4680768240537636
2021-09-23,0.8844346064501087,0.9447012950226886
2021-09-24,0.8375863339562454,0.08515994442837874
2021-09-27,0.03765039241123468,0.8001952887268845
2021-09-28,0.09858186086512728,0.3483757166421119
2021-09-29,0.5700184826020889,0.9809426581576156
2021-09-30,0.20695382728871276,0.15250589158813152
2021-10-01,0.2917930417727572,0.3752660869326312
2021-10-04,0.7474819928024732,0.950398857007027
2021-10-05,0.7593169292549842,0.5765228158881283
2021-10-06,0.16329801910330416,0.10262539799813356
2021-10-07,0.7949708498636721,0.5090076636618854
2021-10-08,0.927307237663452,0.46636186499755594
2021-10-11,0.07156386939245335,0.9549059185969156
2021-10-12,0.3774182386109473,0.9622027701368496
2021-10-13,0.8616349469194042,0.3890870529662519
2021-10-14,0.6165999989808084,0.8983688812654103
2021-10-18,0.994835399254147,0.8513680166683439
2021-10-19,0.8600001863203075,0.07507176112466574
2021-10-20,0.20078880591462425,0.9180073256112846
2021-10-21,0.03469871438745891,0.6534548683092051
2021-10-22,0.11646116017228357,0.4598222627681341
2021-10-25,0.2974216635815189,0.709315878807945
2021-10-26,0.6886610609400761,0.8295341571184701
2021-10-27,0.8750750728055275,0.8388240452441569
2021-10-28,0.11729273339407634,0.012577131033081591
2021-10-29,0.06354539913393102,0.5025198417429618
2021-11-01,0.8911816722087678,0.9396852022476644
2021-11-02,0.4445569326957044,0.7857749357872116
2021-11-03,0.5761339367739242,0.8032135328842555
