VaR violations,violations,n,kupiec_p,christoffersen_p,dq_stat1,dq_p1,dq_stat4,dq_p4,acerbi_szekely_stat,acerbi_szekely_crit,acerbi_szekely_p,mae_es,empirical_es_loss,mean_fz_loss,median_fz_loss
0.049777418049372725,123,2471,0.9594828841220688,0.9574440880833313,0.004949918312675238,0.9975281010299425,1.6261339287373,0.8980710493330064,0.0396302669163886,-0.2016952761749082,0.6324,0.833775256685828,-3.309250687450627,1.1313860351258491,0.7599465283689698
