Date,Actual,VaR_5%,ES_5%
2015-05-22,-0.554657337563845,-1.8081938606374093,-2.5166407907435873
2015-05-25,-1.58095843578943,-1.8134120918092624,-2.528494909367081
2015-05-26,-0.4620861091214525,-1.8771125348836288,-2.67123239385101
2015-05-27,-1.4304193913943424,-1.7671447067733617,-2.4753699403866314
2015-05-28,0.9565634536101898,-1.9239556729125433,-2.7050849799060015
2015-05-29,0.3821380011399226,-1.854197904367806,-2.586455498459978
2015-06-01,0.4144652730402825,-1.9080642619821522,-2.6603724744971355
2015-06-02,-2.6608635253430704,-1.9898090817611418,-2.7304203320473617
2015-06-03,-1.872172014017385,-2.2142294302157013,-2.984114419660585
2015-06-04,-0.46939516185467256,-2.122196367747153,-2.806854958324624
2015-06-05,-0.49770950247895496,-1.897663838412208,-2.601889849754637
2015-06-08,-1.3060923494782823,-1.8908474375820492,-2.5783053577275576
2015-06-09,0.64281303791689,-1.9452511478861014,-2.602615902019586
2015-06-10,1.10820685625922,-1.7607197507551446,-2.446098552946926
2015-06-11,-2.0496375583032673,-1.7061858043504383,-2.425362451657644
2015-06-12,-0.8497701487678576,-1.9913617551420346,-2.756535944146371
2015-06-15,0.5730110958700751,-1.912737811441056,-2.70871542528856
2015-06-16,1.4282441365841525,-1.845207148605498,-2.542183219024587
2015-06-17,0.80804837192985,-1.808640087642156,-2.502506904267718
2015-06-18,1.1329610120861626,-2.052011908749445,-2.8033508682269215
2015-06-19,-0.5534493768049127,-1.8114991575686972,-2.550132728645538
2015-06-22,2.1430654809793497,-1.8059828608837907,-2.555878849098578
2015-06-23,-0.60770100608168,-1.8116387848467328,-2.5235490723345455
2015-06-24,-0.36546296470332995,-1.8648548691763875,-2.6720666522578354
2015-06-25,-0.1540693523086375,-1.985757780344213,-2.7828405370419587
2015-06-26,0.840073924002015,-1.7979649286615482,-2.5208028773006097
2015-06-29,-1.0989845689848952,-1.8305842866413153,-2.50867515824554
2015-06-30,0.9404510577182799,-1.8807183545763384,-2.615839057238148
2015-07-01,1.43311849397637,-1.8626407008963533,-2.570995820415882
2015-07-02,-0.5473528230006148,-1.7113237535767893,-2.353188861015996
2015-07-03,0.043916144936780005,-1.7678292020034698,-2.5293503361507446
2015-07-06,-0.0867133126369175,-1.6487948541428752,-2.2586339988149104
2015-07-07,0.06420252799694748,-1.7097810840139085,-2.352769479781304
2015-07-08,-2.608484732847623,-1.6492928602419115,-2.3466236211817595
2015-07-09,-1.08731319453749,-2.0071078706646572,-2.7681928229720323
2015-07-10,-0.0815124225935824,-1.9325357705794362,-2.716893933718243
2015-07-13,0.9254279879371625,-1.908773792435179,-2.6477246069334814
2015-07-14,-0.5316222139470226,-1.86349827032538,-2.67952544687569
2015-07-15,0.8929567786024076,-2.119901899097982,-2.9230232603224953
2015-07-16,0.7825940763034125,-1.9188174255774804,-2.6925009741465202
2015-07-17,0.05953978301312002,-1.8040244333154278,-2.500702311750024
2015-07-20,-1.12137541737719,-1.8123995746708972,-2.5444233577166337
2015-07-21,1.631292936953338,-1.8337378519893153,-2.5821959245673014
2015-07-22,1.0192355588516375,-2.4661541994903886,-3.7001850127491243
2015-07-23,0.32301915375543244,-2.2323590049377358,-3.203905396846024
2015-07-24,-1.5062523542638124,-1.8392479691023806,-2.590036028839072
2015-07-27,-1.9971086187999876,-1.961851633912793,-2.7097580517025355
2015-07-28,-0.347919892422075,-1.9248585230207997,-2.6606041834689074
2015-07-29,0.250293543340695,-1.8058495974272997,-2.5398235827136078
2015-07-30,0.6132691869920225,-1.8433670377961109,-2.5531237396470328
2015-07-31,1.868055291373905,-1.9001416745812074,-2.702057243261571
2015-08-03,0.9976399140550751,-1.7604823168797599,-2.3836910070197783
2015-08-04,-0.37364879224624503,-1.841350267885214,-2.547397250876541
2015-08-05,0.12655885613040002,-1.7759010996310471,-2.5644342085478575
2015-08-06,0.7491940954438601,-1.8889213067930044,-2.611512030786235
2015-08-07,0.10199008436116508,-1.756637191678946,-2.4673106623432557
2015-08-10,-0.54977082818203,-1.8675532733668252,-2.6011888488741324
2015-08-11,-2.3341933418220044,-1.7708450057455045,-2.525388990501254
2015-08-12,-1.989180981232525,-2.1827643593315473,-2.997108098048304
2015-08-13,0.17557672743565506,-2.174262048929028,-3.065838632356875
2015-08-14,1.2122468317372899,-1.9539826257081099,-2.6840354686785157
2015-08-17,0.9911950259282251,-1.860395141337415,-2.5779448190277616
2015-08-18,0.40209377124942497,-1.8431988400881587,-2.585680774601018
2015-08-19,-0.07971947021636744,-1.883077150825455,-2.6398876306508434
2015-08-20,-2.3378663218909024,-1.979700065258331,-2.671172204493365
2015-08-21,-0.3293665991349125,-2.0276137540404244,-2.87701723316669
2015-08-24,-6.2828723531835005,-1.9465658081525505,-2.697958586932901
2015-08-25,2.69835281243074,-2.77043750336071,-3.7576724896177804
2015-08-26,-1.1034708013983598,-2.287595917708188,-3.2071346198386337
2015-08-27,0.805744417421985,-2.27708247113812,-3.2310464739787967
2015-08-28,0.9424055582226349,-2.047790220720252,-2.937361724321043
2015-08-31,-0.3447770489119525,-1.9959179285761797,-2.823999251470198
2015-09-01,-1.94515585141023,-2.085600566971048,-2.9651616907675407
2015-09-02,-1.7752961018181075,-2.1664608650410693,-3.0170551282974722
2015-09-03,0.9675500904746107,-2.2848642644415955,-3.101019323762847
2015-09-04,-2.2845245230586553,-2.015492734929321,-2.7721793460435395
2015-09-07,-1.1216319488216024,-2.1471411793776407,-3.0052395123799074
2015-09-08,0.84510953015202,-2.131508201076577,-2.9120249653466663
2015-09-09,2.15163196393888,-1.9974645794877728,-2.8820996767985734
2015-09-10,-0.39432225017239,-1.9876412740026643,-2.7970803432738105
2015-09-11,0.0077529872685375145,-2.0210195511811127,-2.779429755472046
2015-09-14,0.902172950574895,-2.020748204970786,-2.7739776262877713
2015-09-15,-0.8695451414188999,-1.9198841555848603,-2.763205854252734
2015-09-16,0.8157842682753249,-2.058974197701571,-2.829492867121945
2015-09-18,-0.25753296702523504,-1.8607816505890105,-2.6558948883459075
2015-09-21,0.22252042018087248,-1.855950492559577,-2.572679953006929
2015-09-22,-2.0724408673422197,-1.8920442219034612,-2.597545112198231
2015-09-23,-0.07116973915643249,-2.1034769204375654,-2.8951157256064666
2015-09-24,-0.21263481882132,-1.9118047624667587,-2.610962503143724
2015-09-28,-2.016858886633495,-1.9839964159925436,-2.7472137047345333
2015-09-29,0.7472013809507225,-2.012679728487509,-2.8226246445610594
2015-09-30,2.1714621841982473,-1.9009102612421018,-2.6373886026446964
2015-10-01,0.005274561408882494,-2.353698296458611,-3.180129774103828
2015-10-05,1.9120387125828027,-2.015574731931399,-2.77320308052378
2015-10-06,1.45406045157343,-1.8581404493252038,-2.64621542477425
2015-10-07,0.2816710066315699,-1.9870704321035262,-2.7289220801814724
2015-10-08,0.0397836418699775,-1.895856036182717,-2.6968809950022323
2015-10-09,1.6063758308394676,-1.8144575869495079,-2.5503547613020614
2015-10-12,-0.5449422481396274,-1.9010918706961384,-2.7099392271589786
2015-10-13,-0.751830397253625,-1.8177180778991069,-2.458713112866803
2015-10-14,-1.0992288779103674,-1.8122274968087908,-2.6390471971192166
2015-10-15,2.2705731355565373,-1.797562949513795,-2.6012591969045817
2015-10-16,1.09619125541776,-1.7401068596615086,-2.5528487879203974
2015-10-19,0.12524743451712994,-1.727172133336392,-2.4751005818737455
2015-10-20,0.4241528416250675,-1.982919490843253,-2.7937989837498045
2015-10-21,-0.23358781107973003,-1.8356899521068097,-2.675568280107312
2015-10-23,1.0200089705801625,-1.8516665837251594,-2.6679565307602138
2015-10-26,0.20113462095901496,-1.8624322528669892,-2.684102240351522
2015-10-27,-0.2765795942045475,-1.760254451904297,-2.4550512056218676
2015-10-28,-0.2187660364688575,-1.8154488069722314,-2.565279672669294
2015-10-29,-0.92083616249865,-1.7927568067514792,-2.4846963110161635
2015-10-30,-0.6275371786946401,-1.8359718692440221,-2.5678723640988226
2015-11-02,0.1499882034997625,-1.732405624993846,-2.3882549719450394
2015-11-03,-0.11664269211661252,-1.6770965183406166,-2.3723739480594976
2015-11-04,1.472176690287815,-1.738089336699806,-2.4581798158400505
2015-11-05,-0.8479114222723074,-1.6767406174063448,-2.413042274319746
2015-11-06,0.6917990625117676,-1.7849444857729804,-2.47972999667683
2015-11-09,1.311928216341825,-1.7113776542535772,-2.4831820740421864
2015-11-10,-1.4225732373363125,-1.7063838650065364,-2.3401326854836286
2015-11-13,-0.59753979371003,-1.7812590480385384,-2.582172323654423
2015-11-16,-0.2769275685106699,-1.7346802830115728,-2.330932034437485
2015-11-17,0.4155700108787675,-1.744514103081174,-2.5275073430908868
2015-11-18,-1.9252556543101225,-1.8956788576241104,-2.660609355820192
2015-11-19,1.0489576712169926,-1.8938425447972627,-2.6707871520914575
2015-11-20,-0.12975662205197996,-1.7787956077742568,-2.4843907040328075
2015-11-23,-0.2601171899915875,-1.673700313786818,-2.373803497001984
2015-11-24,0.14179082821990996,-1.6008678543066164,-2.2758538294474566
2015-11-26,1.8187255020680977,-1.8359754091717242,-2.519616927772074
2015-11-27,0.774970280003205,-1.5757356622511642,-2.2458156775506977
2015-11-30,0.613612367155965,-1.6850008379816914,-2.4172439703690243
2015-12-01,0.23461970032962265,-1.7239125465249057,-2.392033464916489
2015-12-02,-1.3516267191679874,-1.8177250796477096,-2.4687389544277907
2015-12-03,-1.29491534748955,-1.7338744401139274,-2.4166982609022822
2015-12-04,-0.607735247380535,-1.7108896824675401,-2.3543406136320844
2015-12-07,0.19046153061311247,-1.7077219920299036,-2.4532651795004647
2015-12-08,-0.3595061169134175,-1.749795771240201,-2.4640536827280077
2015-12-09,-1.2562820806885475,-1.688494762517665,-2.305495333286005
2015-12-10,-0.20881657430393002,-1.6375827835453807,-2.2684367747443175
2015-12-11,-0.9462358667401449,-1.6634601863683944,-2.3557381663082317
2015-12-14,0.3296478505117674,-1.6511895510802634,-2.310409944771688
2015-12-15,1.3404344799070125,-1.742022037026531,-2.4060430070328525
2015-12-16,0.4893440029433475,-1.741578162152133,-2.3683044763999312
