VaR violations,violations,n,kupiec_p,christoffersen_p,dq_stat1,dq_p1,dq_stat4,dq_p4,acerbi_szekely_stat,acerbi_szekely_crit,acerbi_szekely_p,mae_es,empirical_es_loss,mean_fz_loss,median_fz_loss
0.054427294882209584,134,2462,0.32005102134834973,0.0,1138.8388736209392,0.0,1185.690222523404,0.0,0.23443367343352062,-0.19653527166287776,0.9639,2.7579058366018865,-9.292586843874913,2.2587358827547166,1.817252994892848
