Date,Actual,VaR_5%,ES_5%
2015-05-22,-1.410882832842545,-2.186636777095654,-3.2565411755639255
2015-05-25,-1.5867434048181148,-2.2733144827356755,-3.219937228401594
2015-05-26,-0.32619532139497,-2.359757992763831,-3.462367736312106
2015-05-27,-0.3306527528911799,-2.126700516827968,-3.1568522086013973
2015-05-28,1.2701354231103699,-2.222945870450012,-3.2241818102588558
2015-05-29,0.26110576187532003,-2.097126994839308,-3.1694270221271954
2015-06-01,0.61450378154734,-2.0985810675839143,-3.1572803767503745
2015-06-02,-3.16038379574734,-2.06384143316708,-3.2244979010276205
2015-06-03,-1.386232572771175,-2.4871587180311545,-3.915201200924345
2015-06-04,0.21542979318396502,-2.3124797992554047,-3.30645959980071
2015-06-05,-0.367164545878555,-2.0653491070622403,-3.1672255662314632
2015-06-08,-0.84499471297375,-2.0516576683473953,-3.0590975473007056
2015-06-09,0.31789144537415004,-2.1534556229447093,-3.072107797789853
2015-06-10,1.434973429552765,-2.0208665798713903,-2.9652476031306225
2015-06-11,-1.999554525689685,-1.9954754559413093,-3.1268181079722708
2015-06-12,-0.578729027803715,-2.301851234920324,-3.3802350801586702
2015-06-15,0.16647704683793985,-2.1399788939074678,-3.196115901174888
2015-06-16,1.30894729460708,-2.1741799267715156,-3.271296164261674
2015-06-17,-0.08484753677754,-2.008990768854121,-3.0619114176512605
2015-06-18,0.8974410777815649,-2.0999923162234695,-3.2886380554885672
2015-06-19,0.06510071036847997,-1.9850786367057047,-3.1450684727704736
2015-06-22,2.52345075398408,-1.9069757398266383,-2.908378162565173
2015-06-23,-0.83063353436973,-1.959503599450316,-3.0071434914082746
2015-06-24,-1.28430317771145,-2.196090629510969,-3.3661401268694746
2015-06-25,0.230561230821285,-2.2319027786360275,-3.3321313372469215
2015-06-26,0.8170864796662051,-2.0313671105815043,-3.0979622790455053
2015-06-29,-1.8142421661124049,-2.0579285443601534,-3.1224085566098565
2015-06-30,0.2996723130793651,-2.21880938754232,-3.1337279812675285
2015-07-01,1.601066260674005,-2.0305733973583315,-3.0971450296990626
